wp1,wp2,wp3,wp4,wp5,wp6,wp7
0.005,0,0,0,0.04,0,0
0,0.026,0,0,0.015,0,0
0.01,0.053,0,0,0.046,0,0
0.015,0.101,0,0,0.051,0,0
0.075,0.122,0,0,0.051,0,0
0.06,0.09,0,0,0.162,0,0
0.035,0.042,0.01,0,0.066,0,0
0.005,0.021,0.04,0,0.066,0,0
0,0.016,0.02,0,0.076,0,0
0.005,0.175,0.03,0,0.051,0,0
0,0.413,0.049,0,0.051,0.013,0
0,0.392,0.04,0,0.061,0,0
0,0.354,0.02,0,0.051,0,0
0,0.413,0.01,0,0.02,0,0
0,0.429,0,0,0.005,0,0
0,0.429,0.01,0,0,0.013,0
0,0.328,0.01,0,0.005,0,0
0,0.212,0.01,0,0,0,0
0,0.122,0,0,0,0,0
0,0.111,0,0,0,0.013,0
0,0.111,0,0,0,0,0
0,0.106,0,0,0,0.026,0
0.01,0.111,0,0,0,0,0
0.055,0.138,0.04,0,0.005,0,0
0.06,0.169,0.03,0,0,0.013,0
0.045,0.143,0,0.006,0,0.013,0
0.04,0.148,0,0.033,0,0,0
0.045,0.18,0,0.006,0,0,0
0.241,0.169,0,0.022,0.015,0.013,0
0.03,0.159,0,0.077,0.03,0.105,0.101
0.065,0.27,0,0.143,0.056,0.118,0.152
0.08,0.397,0.03,0.066,0.066,0.118,0.126
0.04,0.365,0.059,0.044,0.051,0.079,0.051
0.03,0.233,0.04,0.061,0.086,0.092,0
0.035,0.349,0.049,0.055,0.121,0.053,0
0.105,0.233,0.02,0.061,0.126,0.053,0
0.105,0.312,0.04,0.072,0.101,0.053,0
0.14,0.185,0.03,0.028,0.096,0.053,0.025
0.105,0.228,0.01,0,0.111,0.039,0.101
0.105,0.196,0.01,0,0.137,0.013,0.051
0.05,0.169,0.01,0,0.131,0,0
0.06,0.122,0,0,0.157,0,0
0.08,0.106,0,0,0.212,0,0
0.06,0.079,0.01,0,0.197,0.039,0
0.045,0.111,0.059,0,0.253,0.039,0
0.045,0.106,0.128,0,0.253,0.053,0
0.06,0.085,0.128,0.006,0.162,0.053,0
0.085,0.074,0.049,0.022,0.202,0.053,0
0.1,0.037,0.02,0.011,0.142,0.013,0
0.09,0,0.01,0,0.126,0.013,0
0.09,0,0.02,0.006,0.157,0,0
0.16,0,0.04,0.11,0.217,0.079,0.076
0.16,0,0.099,0.336,0.238,0.197,0.253
0.211,0.005,0.178,0.452,0.167,0.224,0.328
0.261,0.159,0.247,0.435,0.111,0.197,0.328
0.241,0.286,0.257,0.408,0.071,0.237,0.379
0.19,0.28,0.198,0.38,0.035,0.263,0.48
0.16,0.238,0.148,0.468,0.015,0.408,0.581
0.17,0.27,0.178,0.485,0.035,0.303,0.429
0.226,0.286,0.119,0.435,0.04,0.197,0.354
0.1,0.212,0.089,0.49,0.056,0.211,0.379
0.11,0.111,0.109,0.457,0.061,0.237,0.404
0.04,0.069,0.089,0.38,0.081,0.197,0.303
0.015,0.079,0.069,0.165,0.081,0.092,0.177
0.01,0.164,0.059,0.028,0.076,0.039,0.051
0.005,0.222,0.109,0.017,0.081,0.053,0.076
0.05,0.222,0.178,0.017,0.035,0.053,0.076
0.045,0.228,0.148,0.011,0.025,0.053,0.025
0.085,0.222,0.237,0.006,0.01,0.053,0.051
0.085,0.323,0.277,0.006,0,0.066,0.051
0.065,0.476,0.346,0.017,0,0.053,0.025
0.07,0.466,0.385,0.006,0,0.066,0.051
0.075,0.64,0.464,0.022,0,0.105,0.101
0.115,0.63,0.563,0.116,0,0.145,0.177
0.16,0.646,0.573,0.132,0,0.171,0.202
0.201,0.593,0.504,0.05,0,0.224,0.227
0.19,0.646,0.484,0.231,0.02,0.184,0.303
0.201,0.714,0.514,0.347,0.056,0.184,0.354
0.266,0.704,0.583,0.375,0.106,0.263,0.53
0.211,0.64,0.366,0.43,0.273,0.316,0.556
0.195,0.624,0.474,0.468,0.319,0.263,0.53
0.216,0.64,0.375,0.435,0.516,0.316,0.53
0.226,0.582,0.336,0.452,0.308,0.289,0.48
0.236,0.534,0.237,0.419,0.278,0.237,0.48
0.221,0.524,0.208,0.38,0.298,0.224,0.455
0.195,0.317,0.336,0.413,0.359,0.25,0.379
0.201,0.296,0.247,0.413,0.465,0.329,0.505
0.236,0.185,0.415,0.391,0.576,0.25,0.354
0.256,0.132,0.415,0.27,0.698,0.224,0.227
0.201,0.101,0.395,0.204,0.784,0.145,0.152
0.12,0.037,0.247,0.176,0.789,0.184,0.202
0.14,0.048,0.208,0.094,0.738,0.197,0.227
0.16,0.032,0.188,0.094,0.627,0.263,0.278
0.206,0,0.237,0.275,0.364,0.303,0.202
0.185,0,0.208,0.226,0.329,0.211,0.152
0.18,0,0.079,0.281,0.202,0.237,0.152
0.236,0,0.059,0.143,0.137,0.342,0.177
0.18,0,0.257,0.198,0.106,0.263,0.076
0.18,0,0.356,0.077,0.177,0.118,0.051
0.165,0,0.148,0.033,0.212,0.079,0.076
0.115,0.026,0.049,0,0.369,0.079,0.051
0.185,0.101,0.049,0,0.597,0.092,0.051
0.17,0.101,0.099,0.083,0.708,0.105,0.051
0.311,0.111,0.138,0,0.703,0.145,0.152
0.125,0.148,0.247,0.099,0.713,0.066,0.051
0.095,0.127,0.178,0.083,0.693,0.053,0
0.241,0.159,0.148,0.094,0.728,0.079,0
0.221,0.153,0.109,0.154,0.662,0.092,0
0.09,0.106,0.049,0.11,0.592,0.079,0.025
0.07,0.09,0.059,0.077,0.571,0.053,0
0.075,0.021,0.03,0.061,0.546,0.079,0
0.08,0,0.03,0.077,0.662,0.066,0
0.075,0,0,0.138,0.703,0.092,0.025
0.12,0.026,0.03,0.248,0.723,0.132,0.051
0.15,0.169,0.069,0.402,0.703,0.197,0.101
0.19,0.201,0.217,0.435,0.586,0.25,0.126
0.246,0.196,0.356,0.386,0.374,0.303,0.227
0.236,0.323,0.425,0.457,0.521,0.329,0.253
0.371,0.386,0.375,0.209,0.698,0.382,0.253
0.396,0.323,0.277,0.011,0.607,0.461,0.303
0.406,0.254,0.227,0.121,0.597,0.224,0.076
0.281,0.233,0.069,0.11,0.531,0.211,0.202
0.17,0.344,0.109,0.121,0.369,0.184,0.126
0.145,0.074,0.306,0.165,0.42,0.184,0.202
0.135,0.095,0.188,0.088,0.49,0.237,0.126
0.236,0.36,0.316,0.006,0.784,0.079,0.379
0.145,0.455,0.652,0,0.839,0.013,0.556
0.085,0.487,0.474,0,0.859,0,0.606
0.045,0.36,0.217,0,0.794,0.118,0.505
0.005,0.222,0.296,0.061,0.708,0.25,0.455
0,0.444,0.425,0.116,0.748,0.368,0.404
0,0.27,0.464,0.171,0.844,0.408,0.48
0,0.386,0.514,0.231,0.511,0.566,0.631
0.015,0.455,0.474,0.22,0.546,0.579,0.732
0.1,0.529,0.356,0.292,0.425,0.632,0.682
0.145,0.566,0.198,0.309,0.415,0.539,0.631
0.256,0.73,0.128,0.358,0.364,0.632,0.631
0.316,0.746,0.217,0.369,0.268,0.658,0.606
0.551,0.762,0.326,0.375,0.516,0.658,0.657
0.697,0.656,0.375,0.424,0.677,0.711,0.732
0.446,0.593,0.415,0.419,0.915,0.645,0.682
0.331,0.688,0.415,0.375,0.925,0.553,0.455
0.471,0.825,0.316,0.342,0.905,0.5,0.354
0.571,0.889,0.326,0.242,0.895,0.355,0.152
0.511,0.794,0.385,0.182,0.839,0.329,0.152
0.451,0.593,0.405,0.226,0.672,0.5,0.429
0.251,0.624,0.306,0.298,0.556,0.474,0.505
0.206,0.714,0.336,0.314,0.617,0.671,0.682
0.236,0.836,0.682,0.27,0.561,0.763,0.758
0.381,0.857,0.603,0.088,0.561,0.618,0.783
0.316,0.857,0.484,0.226,0.445,0.632,0.606
0.281,0.862,0.395,0.275,0.182,0.592,0.657
0.236,0.767,0.366,0.237,0.106,0.553,0.758
0.271,0.492,0.247,0.27,0.076,0.618,0.682
0.371,0.307,0.158,0.237,0.116,0.658,0.707
0.336,0.286,0.306,0.022,0.131,0.592,0.707
0.441,0.455,0.455,0.05,0.035,0.526,0.631
0.376,0.466,0.435,0.149,0,0.395,0.48
0.261,0.545,0.395,0.138,0,0.276,0.354
0.216,0.524,0.346,0.165,0,0.303,0.303
0.251,0.683,0.158,0.198,0,0.25,0.202
0.381,0.698,0.059,0.253,0,0.289,0.202
0.596,0.667,0.128,0.309,0,0.329,0.227
0.682,0.762,0.425,0.331,0,0.395,0.253
0.727,0.741,0.534,0.38,0,0.513,0.227
0.737,0.646,0.613,0.408,0,0.632,0.177
0.847,0.566,0.385,0.303,0,0.658,0.379
0.802,0.608,0.415,0.424,0,0.382,0.354
0.742,0.529,0.287,0.281,0,0.316,0.253
0.441,0.302,0.099,0.132,0,0.211,0.101
0.261,0.28,0.079,0.039,0,0.197,0.076
0.236,0.249,0.069,0.05,0,0.145,0.303
0.195,0.122,0.059,0.033,0.03,0.105,0.227
0.175,0.053,0.02,0.017,0.233,0.118,0.101
0.08,0,0.04,0,0.086,0.053,0.126
0.07,0,0,0,0.086,0.013,0.101
0.015,0.037,0,0,0.076,0.013,0.025
0,0.222,0.01,0,0.01,0.013,0
0.005,0.37,0,0,0.03,0.026,0
0,0.503,0.01,0.006,0.025,0.026,0.025
0,0.354,0,0.006,0.056,0.039,0.051
0,0.275,0,0.017,0.056,0.092,0.152
0,0.302,0,0.039,0.02,0.092,0.126
0,0.275,0,0.039,0,0.039,0.025
0,0.254,0,0.017,0,0.013,0
0,0.222,0,0.006,0,0,0
0,0.164,0,0.011,0,0.026,0
0.015,0.175,0,0.006,0,0.039,0.025
0.04,0.233,0,0.011,0.015,0.105,0.076
0.065,0.286,0,0.017,0.02,0.171,0.101
0.09,0.243,0,0.077,0.025,0.197,0.076
0.125,0.106,0,0.204,0.03,0.132,0.025
0.11,0.095,0,0.105,0.025,0.053,0.025
0.095,0.095,0,0.072,0.015,0.066,0
0.09,0.037,0.02,0.05,0.02,0.079,0
0.105,0.005,0.049,0.077,0.051,0.092,0.025
0.045,0.021,0.03,0.105,0.091,0.118,0.101
0.03,0.021,0.059,0.259,0.086,0.158,0.202
0.055,0.026,0.069,0.397,0.076,0.25,0.227
0.14,0.032,0.079,0.523,0.035,0.342,0.227
0.336,0.005,0.109,0.529,0.02,0.316,0.177
0.411,0.037,0.069,0.391,0.015,0.171,0.152
0.371,0.048,0.04,0.275,0.01,0.066,0.051
0.386,0.042,0.03,0.127,0.005,0.039,0
0.286,0.063,0.01,0.182,0,0.079,0
0.251,0.159,0.01,0.22,0.01,0.132,0.076
0.195,0.069,0.02,0.209,0.015,0.158,0.101
0.115,0.042,0.02,0.264,0.02,0.197,0.177
0.266,0.042,0.02,0.386,0.046,0.237,0.202
0.456,0.037,0.069,0.556,0.101,0.355,0.278
0.617,0.069,0.148,0.325,0.137,0.289,0.328
0.316,0.127,0.208,0.143,0.212,0.013,0.328
0.466,0.148,0.247,0.303,0.369,0.105,0.152
0.692,0.19,0.247,0.375,0.556,0.224,0.051
0.637,0.185,0.277,0.419,0.506,0.368,0.253
0.476,0.159,0.257,0.27,0.415,0.329,0.202
0.396,0.127,0.217,0.132,0.187,0.224,0.202
0.216,0.106,0.296,0.094,0.147,0.132,0.076
0.135,0.122,0.247,0.039,0.04,0.092,0.051
0.14,0.143,0.326,0.022,0.015,0.053,0.126
0.16,0.106,0.277,0.006,0.005,0.066,0.126
0.16,0.09,0.267,0.022,0.056,0.079,0.152
0.251,0.085,0.128,0.011,0.101,0.092,0.101
0.19,0.037,0.109,0,0.121,0.079,0.076
0.135,0,0.158,0,0.086,0.053,0.101
0.02,0,0.138,0,0.142,0.039,0.177
0.01,0,0.079,0,0.273,0.066,0.126
0.01,0,0.069,0,0.258,0.053,0.051
0.06,0.058,0.128,0.011,0.253,0.092,0.202
0.045,0.18,0.237,0.099,0.207,0.224,0.328
0.045,0.217,0.287,0.209,0.167,0.171,0.303
0.035,0.28,0.247,0.171,0.121,0.118,0.303
0,0.37,0.158,0.061,0.076,0.105,0.101
0.005,0.36,0.079,0.055,0.056,0.092,0.101
0.04,0.566,0.119,0.061,0.096,0.066,0.025
0.005,0.593,0.089,0.028,0.066,0.053,0
0,0.762,0.109,0.006,0.056,0.066,0.051
0.005,0.804,0.217,0.149,0.01,0.118,0.076
0.065,0.815,0.257,0.094,0.01,0.158,0.076
0.015,0.878,0.296,0,0.005,0.092,0.101
0.01,0.952,0.316,0.022,0,0.053,0.076
0.045,0.958,0.306,0.055,0,0.066,0.076
0.115,0.862,0.316,0.149,0,0.132,0.152
0.195,0.677,0.375,0.336,0,0.303,0.455
0.236,0.81,0.237,0.512,0.005,0.434,0.556
0.271,0.677,0.336,0.534,0.04,0.474,0.606
0.211,0.646,0.464,0.54,0.025,0.539,0.707
0.266,0.582,0.534,0.639,0.121,0.645,0.758
0.356,0.513,0.366,0.672,0.142,0.671,0.758
0.321,0.429,0.306,0.694,0.121,0.658,0.783
0.306,0.344,0.198,0.738,0.076,0.671,0.783
0.286,0.296,0.178,0.667,0.071,0.632,0.732
0.266,0.228,0.128,0.639,0.051,0.5,0.631
0.286,0.18,0.128,0.601,0.071,0.539,0.657
0.296,0.122,0.119,0.446,0.04,0.474,0.581
0.236,0.058,0.138,0.369,0.04,0.447,0.53
0.155,0.037,0.158,0.237,0.046,0.197,0.303
0.08,0.037,0.138,0.121,0.01,0.132,0.076
0.155,0.032,0.069,0.127,0.04,0.145,0.101
0.13,0.005,0.069,0.11,0.086,0.263,0.126
0.06,0.021,0.059,0.083,0.081,0.118,0.101
0.045,0.005,0,0.094,0.137,0.105,0.051
0.06,0,0,0.072,0.076,0.026,0
0.03,0.016,0.079,0,0.056,0.013,0
0.04,0.058,0.148,0.039,0.091,0.053,0.076
0.105,0.063,0.138,0.055,0.071,0.092,0.025
0.005,0.28,0.158,0.055,0.061,0.026,0
0.055,0.302,0.168,0.011,0.076,0.013,0
0.11,0.354,0.148,0,0.096,0,0
0.065,0.434,0.099,0,0.091,0,0
0.06,0.407,0.059,0,0.081,0,0
0.01,0.307,0.04,0,0.02,0,0
0,0.249,0.02,0,0.04,0.013,0
0,0.228,0.04,0.006,0.096,0.013,0
0,0.212,0.03,0.033,0.086,0.026,0
0,0.228,0.02,0.033,0.046,0.105,0.025
0,0.28,0.099,0.066,0.025,0.105,0.025
0,0.291,0.109,0.116,0.061,0.224,0.101
0,0.243,0.208,0.105,0.046,0.25,0.177
0,0.206,0.247,0.165,0.015,0.263,0.202
0.03,0.164,0.267,0.132,0,0.237,0.101
0.055,0.138,0.227,0.116,0.015,0.237,0.202
0.045,0.138,0.227,0.226,0.005,0.263,0.253
0.005,0.127,0.277,0.248,0.051,0.434,0.53
0,0.116,0.395,0.298,0.126,0.447,0.455
0.015,0.159,0.415,0.253,0.076,0.395,0.404
0.025,0.143,0.415,0.215,0.081,0.382,0.379
0.015,0.085,0.455,0.215,0.106,0.289,0.278
0.005,0.032,0.435,0.226,0.334,0.25,0.303
0.065,0.016,0.346,0.099,0.526,0.184,0.177
0.03,0.042,0.296,0.132,0.576,0.158,0.152
0.025,0.074,0.316,0.116,0.607,0.171,0.126
0.05,0.106,0.375,0.138,0.642,0.197,0.126
0.08,0.138,0.375,0.193,0.733,0.184,0.126
0.07,0.138,0.356,0.187,0.723,0.158,0.076
0.07,0.127,0.296,0.127,0.677,0.132,0.076
0.105,0.074,0.247,0.088,0.763,0.092,0.025
0.15,0.058,0.128,0.121,0.804,0.079,0
0.13,0.037,0.059,0.088,0.89,0.105,0.051
0.095,0.005,0.099,0.116,0.92,0.132,0.076
0.125,0,0.079,0.088,0.925,0.118,0.101
0.165,0,0.128,0.116,0.925,0.105,0.051
0.251,0,0.158,0.105,0.925,0.171,0.152
0.246,0,0.089,0.088,0.92,0.145,0.152
0.261,0,0.148,0.105,0.95,0.184,0.177
0.396,0,0.237,0.121,0.895,0.132,0.076
0.331,0,0.287,0.066,0.758,0.105,0.051
0.326,0,0.296,0.039,0.703,0.079,0.025
0.371,0,0.247,0.143,0.551,0.197,0.101
0.306,0.011,0.217,0.193,0.384,0.355,0.202
0.206,0.048,0.178,0.209,0.238,0.355,0.303
0.251,0.053,0.188,0.165,0.177,0.289,0.202
0.241,0.016,0.128,0.242,0.096,0.237,0.101
0.155,0.037,0.099,0.204,0.01,0.184,0.177
0.165,0.053,0.296,0.187,0.005,0.224,0.177
0.226,0.074,0.395,0.116,0,0.105,0.101
0.16,0.296,0.198,0.11,0.061,0.066,0.101
0.135,0.444,0.128,0.116,0.076,0.053,0.025
0.18,0.72,0.188,0.094,0.046,0.039,0
0.246,0.45,0.158,0.039,0.02,0.026,0
0.185,0.402,0.178,0,0.005,0.013,0
0.145,0.566,0.158,0,0,0,0
0.125,0.492,0.119,0,0,0,0
0.14,0.487,0.128,0,0.005,0.013,0
0.15,0.397,0.128,0,0.04,0.013,0
0.065,0.386,0.168,0,0.066,0.013,0
0.05,0.413,0.178,0.006,0.03,0.013,0.025
0.085,0.307,0.178,0,0.015,0.039,0
0.14,0.249,0.128,0,0.025,0.013,0.025
0.14,0.164,0.168,0.011,0.056,0.039,0.051
0.115,0.143,0.306,0.006,0.051,0.066,0.076
0.14,0.18,0.277,0.061,0.035,0.118,0.076
0.135,0.206,0.237,0.066,0.056,0.118,0.101
0.125,0.175,0.227,0.017,0.035,0.066,0.051
0.115,0.212,0.168,0.006,0.025,0.053,0
0.08,0.265,0.148,0.006,0.03,0.026,0
0.08,0.233,0.148,0,0.02,0.026,0
0.075,0.228,0.109,0,0.025,0,0
0.09,0.116,0.069,0,0.02,0,0
0.075,0.085,0.059,0,0.056,0,0
0.035,0.534,0.059,0,0.116,0,0
0.03,0.27,0.04,0.039,0.04,0.039,0.051
0.04,0.011,0.03,0.182,0.025,0.105,0.202
0.035,0,0.01,0.242,0,0.171,0.354
0.095,0,0,0.364,0.005,0.289,0.354
0.055,0.005,0,0.402,0,0.224,0.253
0.07,0.026,0,0.298,0.01,0.145,0.202
0.08,0.085,0,0.231,0.005,0.132,0.152
0.06,0.069,0,0.16,0.005,0.105,0.101
0.075,0.069,0,0.132,0.03,0.105,0.101
0.065,0.079,0,0.16,0.015,0.105,0.101
0.045,0.095,0,0.083,0,0.092,0.025
0.01,0.085,0.01,0.022,0,0.026,0.025
0.065,0.296,0.03,0,0,0.013,0
0.065,0.429,0.02,0.011,0.005,0.039,0
0.02,0.55,0.049,0.033,0,0.079,0.076
0.02,0.571,0.109,0.11,0,0.118,0.126
0.005,0.704,0.198,0.143,0,0.132,0.152
0.211,0.698,0.336,0.121,0.056,0.092,0.101
0.351,0.868,0.346,0.055,0.081,0.066,0.076
0.421,0.862,0.237,0.022,0.081,0.013,0
0.336,0.921,0.178,0.011,0.071,0.013,0
0.226,0.91,0.138,0,0.066,0,0
0.17,0.873,0.296,0.193,0.147,0.066,0
0.16,0.762,0.099,0.529,0.126,0.553,0.278
0.16,0.598,0.02,0.634,0.096,0.724,0.48
0.18,0.455,0.049,0.612,0.046,0.737,0.657
0.17,0.36,0.346,0.545,0.066,0.526,0.606
0.195,0.249,0.563,0.479,0.142,0.487,0.581
0.175,0.217,0.613,0.452,0.162,0.408,0.379
0.155,0.164,0.474,0.292,0.222,0.421,0.455
0.226,0.101,0.395,0.215,0.243,0.368,0.455
0.236,0.042,0.435,0.314,0.157,0.5,0.606
0.19,0.005,0.346,0.375,0.187,0.5,0.53
0.201,0.021,0,0.364,0.212,0.434,0.48
0.286,0.005,0,0.369,0.238,0.461,0.556
0.426,0,0,0.336,0.258,0.408,0.48
0.416,0,0,0.358,0.187,0.355,0.48
0.286,0.042,0,0.419,0.137,0.421,0.429
0.271,0.095,0,0.397,0.121,0.421,0.48
0.241,0.127,0,0.347,0.248,0.395,0.48
0.301,0.138,0,0.331,0.142,0.329,0.455
0.281,0.116,0,0.27,0.202,0.316,0.429
0.261,0.074,0,0.215,0.303,0.237,0.328
0.18,0.058,0,0.165,0.222,0.197,0.278
0.13,0.042,0,0.061,0.192,0.066,0.051
0.06,0.005,0,0,0.162,0.013,0
0.03,0,0,0,0.091,0,0
0.02,0,0,0,0.051,0,0
0.05,0.042,0,0,0.071,0,0
0.005,0.069,0,0,0.137,0,0
0,0.106,0,0,0.116,0,0
0,0.153,0,0,0.03,0,0
0,0.196,0,0,0,0.039,0
0,0.265,0,0.072,0,0.092,0.025
0,0.339,0,0.143,0,0.132,0.051
0,0.349,0,0.242,0,0.158,0.076
0.045,0.381,0,0.287,0,0.184,0.126
0.085,0.275,0,0.303,0,0.184,0.051
0.055,0.212,0,0.215,0,0.145,0.076
0.005,0.127,0,0.121,0,0.118,0.025
0.015,0.116,0,0.226,0.005,0.171,0.101
0.055,0.138,0,0.242,0.025,0.237,0.152
0.11,0.148,0,0.193,0.066,0.197,0.126
0.14,0.222,0,0.171,0.137,0.118,0.076
0.155,0.175,0,0.176,0.263,0.092,0.025
0.145,0.127,0,0.171,0.293,0.066,0
0.16,0.127,0,0.165,0.303,0.053,0
0.155,0.127,0,0.055,0.293,0.026,0
0.135,0.19,0,0.006,0.207,0.013,0
0.055,0.254,0,0,0.197,0.013,0
0.07,0.28,0,0.044,0.172,0.026,0
0.095,0.365,0,0.105,0.142,0.066,0
0.12,0.418,0,0.287,0.086,0.132,0.051
0.201,0.481,0,0.419,0.086,0.25,0.303
0.301,0.503,0,0.573,0.076,0.434,0.278
0.366,0.476,0,0.595,0.131,0.421,0.328
0.456,0.444,0,0.606,0.157,0.487,0.354
0.441,0.386,0,0.579,0.152,0.487,0.354
0.461,0.397,0,0.501,0.162,0.368,0.253
0.491,0.55,0,0.468,0.106,0.289,0.227
0.431,0.661,0,0.43,0.096,0.25,0.227
0.446,0.561,0,0.441,0.04,0.289,0.202
0.256,0.46,0,0.314,0.005,0.211,0.126
0.17,0.317,0,0.259,0.046,0.171,0.076
0.145,0.259,0,0.264,0.056,0.211,0.101
0.206,0.238,0,0.27,0.152,0.211,0.152
0.221,0.238,0,0.275,0.313,0.237,0.126
0.281,0.238,0,0.303,0.399,0.263,0.152
0.291,0.307,0,0.375,0.339,0.329,0.177
0.231,0.376,0,0.468,0.369,0.382,0.152
0.185,0.413,0,0.38,0.48,0.303,0.126
0.135,0.418,0,0.303,0.42,0.303,0.101
0.07,0.439,0,0.253,0.42,0.211,0.076
0.08,0.344,0,0.298,0.435,0.171,0.076
0.16,0.302,0,0.479,0.369,0.316,0.253
0.271,0.37,0,0.556,0.258,0.461,0.202
0.311,0.328,0,0.54,0.238,0.342,0.379
0.271,0.37,0,0.512,0.222,0.368,0.404
0.296,0.36,0,0.518,0.222,0.434,0.429
0.386,0.291,0,0.529,0.187,0.329,0.328
0.481,0.307,0,0.496,0.202,0.329,0.354
0.481,0.28,0,0.49,0.121,0.408,0.429
0.556,0.238,0,0.485,0.061,0.289,0.404
0.471,0.18,0,0.507,0.076,0.276,0.328
0.366,0.185,0,0.457,0.076,0.276,0.278
0.401,0.185,0,0.435,0.096,0.211,0.202
0.316,0.101,0,0.259,0.101,0.132,0.076
0.125,0.042,0,0.11,0.081,0.118,0.051
0.1,0.005,0,0.099,0.081,0.092,0.076
0.075,0,0,0.028,0.111,0.066,0.025
0.05,0.026,0,0.011,0.121,0.026,0
0.035,0.053,0,0.006,0.182,0.026,0
0.05,0.111,0,0.006,0.207,0.026,0
0.09,0.132,0,0,0.268,0.053,0
0.15,0.164,0,0,0.207,0.039,0
0.13,0.153,0,0,0.202,0.026,0
0.07,0.127,0,0,0.41,0.013,0
0.025,0.185,0,0,0.369,0,0
0,0.349,0,0,0.248,0,0.025
0,0.36,0,0,0.197,0.026,0.202
0.04,0.365,0,0.072,0.131,0.171,0.227
0.236,0.344,0.03,0.314,0.096,0.25,0.253
0.266,0.28,0.198,0.386,0.076,0.289,0.227
0.351,0.291,0.237,0.468,0.086,0.368,0.253
0.386,0.312,0.277,0.545,0.03,0.342,0.253
0.486,0.317,0.257,0.556,0.01,0.395,0.253
0.431,0.302,0.227,0.562,0.005,0.382,0.328
0.406,0.243,0.208,0.468,0,0.355,0.278
0.386,0.196,0.208,0.43,0,0.342,0.227
0.361,0.185,0.168,0.358,0,0.25,0.101
0.236,0.127,0.089,0.182,0.04,0.132,0.025
0.115,0.085,0.04,0.132,0.04,0.066,0
0.06,0.048,0.03,0.116,0.081,0.039,0
0.095,0.101,0.03,0.072,0.116,0.039,0
0.155,0.18,0.04,0.033,0.131,0.026,0
0.201,0.228,0.04,0.006,0.126,0.013,0
0.175,0.27,0.049,0.017,0.111,0.026,0
0.13,0.275,0.079,0,0.066,0,0
0.09,0.254,0.069,0,0.071,0,0
0.055,0.317,0.04,0,0.106,0,0
0.01,0.291,0.049,0,0.298,0,0
0.02,0.254,0.049,0,0.248,0,0
0.005,0.307,0.069,0,0.172,0,0
0.125,0.312,0.148,0.022,0.273,0.066,0.025
0.17,0.381,0.178,0.149,0.182,0.171,0.076
0.276,0.476,0.188,0.22,0.056,0.289,0.202
0.336,0.593,0.208,0.441,0.04,0.342,0.303
0.306,0.45,0.168,0.507,0.046,0.395,0.278
0.346,0.286,0.178,0.567,0.051,0.355,0.227
0.341,0.259,0.188,0.523,0.02,0.289,0.227
0.316,0.265,0.099,0.386,0,0.237,0.152
0.316,0.339,0.03,0.43,0,0.237,0.177
0.321,0.397,0.01,0.463,0,0.289,0.177
0.351,0.392,0,0.32,0.015,0.211,0.076
0.236,0.402,0,0.198,0.01,0.145,0.051
0.1,0.286,0.01,0.132,0.005,0.092,0.025
0.17,0.243,0,0.138,0.046,0.132,0.126
0.211,0.365,0,0.193,0.071,0.211,0.202
0.19,0.487,0.03,0.309,0.111,0.184,0.101
0.236,0.614,0.128,0.303,0.076,0.197,0.126
0.201,0.54,0.138,0.408,0.116,0.276,0.177
0.231,0.312,0.089,0.512,0.147,0.434,0.328
0.266,0.206,0.049,0.562,0.207,0.539,0.404
0.17,0.307,0.04,0.534,0.233,0.553,0.455
0.09,0.307,0.03,0.43,0.258,0.447,0.404
0.09,0.212,0.02,0.38,0.228,0.461,0.455
0.241,0.18,0.049,0.419,0.162,0.553,0.404
0.271,0.132,0.128,0.402,0.157,0.382,0.328
0.296,0.132,0.188,0.529,0.126,0.303,0.328
0.266,0.138,0.257,0.551,0.121,0.355,0.328
0.241,0.169,0.237,0.507,0.126,0.408,0.429
0.306,0.259,0.296,0.468,0.116,0.368,0.379
0.281,0.228,0.316,0.408,0.096,0.303,0.303
0.351,0.339,0.208,0.463,0.121,0.276,0.253
0.331,0.45,0.237,0.501,0.182,0.342,0.278
0.341,0.418,0.198,0.479,0.192,0.355,0.328
0.296,0.206,0.198,0.441,0.126,0.355,0.303
0.246,0.185,0.227,0.419,0.116,0.329,0.278
0.16,0.27,0.247,0.408,0.147,0.355,0.328
0.216,0.18,0.247,0.347,0.121,0.395,0.379
0.396,0.19,0.247,0.402,0.131,0.566,0.556
0.501,0.217,0.287,0.512,0.126,0.566,0.581
0.536,0.333,0.336,0.694,0.096,0.697,0.682
0.531,0.376,0.336,0.738,0.131,0.842,0.783
0.531,0.333,0.375,0.81,0.197,0.842,0.783
0.586,0.434,0.287,0.744,0.283,0.842,0.758
0.632,0.635,0.296,0.788,0.233,0.618,0.732
0.506,0.624,0.257,0.253,0.182,0.145,0.404
0.371,0.54,0.316,0.198,0.278,0.184,0.152
0.321,0.466,0.514,0.039,0.303,0.079,0
0.115,0.418,0.583,0.127,0.233,0.118,0.076
0.01,0.312,0.306,0,0.243,0,0
0.03,0.259,0.03,0,0.283,0,0
0,0.254,0,0,0.233,0,0
0,0.275,0.01,0,0.263,0,0
0,0.175,0,0,0.334,0.013,0
0.005,0.085,0,0.006,0.248,0.026,0
0.01,0.032,0,0.033,0.035,0.039,0
0,0.037,0,0,0.025,0.053,0.051
0.005,0.069,0.02,0,0.116,0.013,0
